Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,23002,58,4382,51,23060,5878,0
90,20869,59,2992,26,20928,4413,0
80,18744,63,1806,35,18807,3007,0
70,16925,59,907,28,16984,1624,0
60,15057,47,779,7,15104,1374,0
50,13312,54,233,7,13366,671,0
40,11566,55,154,0,11621,372,0
30,9764,61,2,2,9825,6,0
20,8014,50,0,0,8064,0,0
10,6132,43,0,0,6175,0,0
