Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,14259,58,2751,54,14317,3007,1
90,12896,51,2210,46,12947,2453,0
80,11544,63,1378,48,11607,1540,0
70,10196,60,807,22,10256,940,0
60,8840,57,381,10,8897,463,0
50,7482,49,47,12,7531,63,0
40,6133,58,13,0,6191,15,0
30,4780,47,0,0,4827,0,0
20,3416,44,0,0,3460,0,0
10,2060,46,0,0,2106,0,0
