Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,18854,66,7899,56,18920,8735,0
90,17252,69,5362,59,17321,6130,0
80,15488,87,4803,74,15575,5554,0
70,13602,43,2472,29,13645,2946,0
60,11592,67,1776,41,11659,2152,0
50,9811,53,525,38,9864,798,0
40,8197,56,199,17,8253,259,0
30,6617,55,4,0,6672,12,0
20,5040,60,4,0,5100,6,0
10,3457,61,0,0,3518,0,0
