Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,31977,47,2513,34,32024,3832,0
90,29615,49,2822,40,29664,3839,0
80,27300,46,1654,14,27346,2507,0
70,24896,57,748,40,24953,1375,0
60,22531,59,334,15,22590,649,0
50,19975,52,323,11,20027,579,0
40,17523,59,15,8,17582,70,0
30,14868,41,1,0,14909,8,0
20,11871,56,1,0,11927,1,0
10,8469,56,0,0,8525,0,0
