Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,363589,66,338851,68,363655,346785,22486
90,337210,72,308114,62,337282,316031,10753
80,301940,72,275440,62,302012,283340,5460
70,267111,61,242507,50,267172,250420,4472
60,231474,50,209691,44,231524,217566,737
50,196540,46,176903,38,196586,184763,123
40,162285,55,143714,45,162340,151591,67
30,126941,54,110355,42,126995,118247,7
20,91494,60,76183,51,91554,84058,0
10,56045,58,40748,51,56103,48652,0
