Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,84157,53,65538,49,84210,67170,10
90,77152,65,59113,58,77217,60754,6
80,70199,59,52336,47,70258,53949,0
70,63130,62,45933,53,63192,47547,3
60,56031,60,38649,51,56091,40283,0
50,48849,68,31422,59,48917,33050,0
40,41449,59,22634,48,41508,24270,0
30,33758,57,12840,53,33815,14505,0
20,25600,49,4419,39,25649,5808,0
10,17184,55,320,4,17239,586,0
