Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,31926,64,25647,61,31990,26650,0
90,28958,58,21776,46,29016,22760,0
80,26001,60,16916,44,26061,17904,0
70,23062,52,13056,46,23114,14033,0
60,20101,71,8939,62,20172,9918,0
50,17149,53,5124,41,17202,5966,0
40,14213,65,2635,41,14278,3224,0
30,11250,49,966,17,11299,1385,0
20,8292,45,22,2,8337,47,0
10,5283,53,0,1,5336,1,0
