Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,10683,61,13,0,10744,19,0
90,9929,56,58,12,9985,145,0
80,9185,46,6,0,9231,10,0
70,8432,48,2,4,8480,8,1
60,7685,55,3,7,7740,18,0
50,6936,54,0,0,6990,0,0
40,6184,53,0,0,6237,0,0
30,5431,59,0,0,5490,0,0
20,4680,58,0,0,4738,0,0
10,3905,45,0,0,3950,0,0
