Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,325808,45,255734,41,325853,270917,2263
90,287918,73,236394,54,287991,251580,434
80,257529,68,211589,56,257597,226780,264
70,227243,53,186821,48,227296,202012,2863
60,198333,67,162814,60,198400,177986,1447
50,171464,94,138568,85,171558,153830,4
40,146332,55,115036,50,146387,130232,1
30,121532,58,90679,52,121590,105869,2
20,96611,64,66671,56,96675,81878,0
10,70705,67,41300,56,70772,56471,0
