Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,126538,58,84365,50,126596,93072,457
90,117837,67,77729,59,117904,86434,1
80,109338,60,69456,47,109398,78171,2
70,100660,61,61695,56,100721,70426,0
60,91688,86,53961,77,91774,62680,0
50,82279,60,44884,49,82339,53602,1
40,72413,75,36483,72,72488,45228,0
30,61915,58,27554,51,61973,36258,0
20,50369,54,17669,48,50423,26367,0
10,37254,56,6997,48,37310,15449,0
