Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,28426,69,21393,59,28495,22044,0
90,25836,89,18254,75,25925,18893,0
80,23210,83,14990,67,23293,15601,0
70,20432,57,10560,49,20489,11178,0
60,17380,66,8253,48,17446,8766,0
50,14502,55,3998,45,14557,4449,0
40,11840,59,1745,28,11899,1980,0
30,9247,55,537,21,9302,734,0
20,6652,51,20,6,6703,40,0
10,4056,51,0,0,4107,0,0
