Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,10443,58,20,0,10501,31,0
90,9517,54,27,4,9571,34,0
80,8593,55,1,0,8648,1,0
70,7645,53,8,0,7698,8,0
60,6653,58,0,0,6711,0,0
50,5629,56,0,0,5685,0,0
40,4599,57,0,0,4656,0,0
30,3606,67,0,0,3673,0,0
20,2636,53,0,0,2689,0,0
10,1692,50,0,0,1742,0,0
