Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,129286,64,104915,57,129350,118140,36
90,120205,56,97239,55,120261,110468,4
80,112071,64,88943,58,112135,102180,0
70,104038,67,81858,60,104105,95088,0
60,95861,56,73440,49,95917,86653,19
50,87614,62,64959,55,87676,78187,2
40,78929,61,55516,58,78990,68732,0
30,69913,57,45911,50,69970,59151,2
20,59940,63,35644,57,60003,48844,0
10,46602,56,25093,42,46658,38325,0
