Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,62183,55,43777,52,62238,48177,0
90,56297,58,39534,52,56355,43939,1
80,50372,69,34021,52,50441,38399,0
70,44933,55,29158,46,44988,33550,1
60,40065,62,22719,60,40127,27122,0
50,35166,61,15100,50,35227,19508,0
40,30379,65,9800,49,30444,14031,0
30,25682,65,4763,34,25747,8760,0
20,20872,66,1949,47,20938,4138,0
10,15808,58,360,8,15866,1100,0
