Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,16957,57,166,25,17014,364,0
90,15899,61,59,1,15960,231,0
80,14945,54,81,2,14999,242,0
70,13957,69,37,30,14026,134,0
60,12907,60,29,2,12967,107,0
50,11852,49,0,0,11901,17,0
40,10734,46,12,7,10780,34,0
30,9536,53,0,0,9589,0,0
20,8195,55,0,0,8250,0,0
10,6411,44,0,0,6455,0,0
