Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,82310,76,11062,68,82386,13210,0
90,77142,61,9135,54,77203,11190,0
80,71600,70,5869,61,71670,7755,0
70,65697,56,4350,48,65753,6124,0
60,59290,67,2568,54,59357,4324,0
50,52378,46,1804,24,52424,2965,0
40,44561,56,908,22,44617,1804,0
30,35916,66,511,41,35982,1131,0
20,26144,56,21,12,26200,158,0
10,15249,53,3,1,15302,13,0
