Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,26145,50,12542,46,26195,13633,0
90,23795,72,10332,65,23867,11417,0
80,21438,58,7285,46,21496,8264,0
70,19084,67,4031,55,19151,4927,3
60,16727,78,2523,39,16805,3301,0
50,14380,50,1126,20,14430,1602,0
40,12025,62,390,11,12087,552,0
30,9669,66,48,13,9735,105,0
20,7317,62,1,1,7379,13,0
10,4958,55,0,0,5013,2,0
