Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,82633,54,54259,47,82687,55520,0
90,76976,48,49376,42,77024,50638,0
80,71584,68,42020,58,71652,43325,0
70,66303,65,36442,59,66368,37747,0
60,60872,56,30016,48,60928,31295,0
50,55464,50,22393,38,55514,23633,0
40,49805,67,13977,57,49872,15257,0
30,43434,50,6543,41,43484,7789,0
20,35427,60,2374,47,35487,3164,0
10,23488,58,177,14,23546,397,0
