Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,18324,62,5483,58,18386,5798,0
90,16601,62,4011,32,16663,4327,0
80,14904,72,2687,53,14976,3003,0
70,13191,73,1610,38,13264,1758,0
60,11490,55,375,8,11545,525,0
50,9771,54,131,24,9825,228,0
40,8038,63,107,15,8101,137,0
30,6297,59,25,1,6356,62,0
20,4524,53,0,0,4577,0,0
10,2670,59,0,0,2729,0,0
