Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,121449,65,101942,48,121514,102401,24
90,109547,53,91777,46,109600,92231,40
80,97007,64,81444,60,97071,81932,3
70,85391,70,71277,63,85461,71755,0
60,73321,69,61039,61,73390,61539,0
50,61432,62,50697,51,61494,51203,0
40,49469,50,39169,46,49519,39658,1
30,37388,56,26167,51,37444,26646,1
20,25391,56,9438,51,25447,9883,0
10,13317,48,201,4,13365,296,0
