Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,5345,48,0,0,5393,0,0
90,4926,49,0,0,4975,0,0
80,4508,47,0,0,4555,0,0
70,4092,44,0,0,4136,0,0
60,3665,53,0,0,3718,0,0
50,3247,44,0,0,3291,0,0
40,2835,40,0,0,2875,0,0
30,2408,49,0,0,2457,0,0
20,1995,45,0,0,2040,0,0
10,1562,47,0,0,1609,0,0
