Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,27849,55,21039,42,27904,21542,1
90,25198,56,16553,52,25254,17058,0
80,22514,62,13257,55,22576,13768,1
70,19875,65,9368,55,19940,9860,0
60,17132,69,6688,63,17201,7107,0
50,14432,61,3833,43,14493,4176,0
40,11748,56,1110,39,11804,1434,0
30,9092,61,383,10,9153,465,0
20,6469,58,3,1,6527,6,0
10,3822,51,0,0,3873,0,0
