Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,16955,54,5847,52,17009,6343,0
90,15387,55,5405,48,15442,5915,1
80,13827,57,3041,46,13884,3472,0
70,12277,65,1618,40,12342,1960,0
60,10716,62,1109,42,10778,1297,0
50,9162,56,332,31,9218,537,0
40,7596,63,139,6,7659,195,0
30,6041,58,2,0,6099,2,0
20,4479,56,0,0,4535,0,0
10,2876,43,0,0,2919,0,0
