Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,24814,56,5699,50,24870,6153,0
90,22811,60,3336,48,22871,3705,0
80,20860,61,1759,46,20921,2055,0
70,18891,58,1298,21,18949,1491,0
60,16944,70,564,38,17014,704,0
50,14989,54,218,3,15043,267,0
40,13013,54,8,0,13067,19,0
30,10965,54,4,1,11019,11,0
20,8729,57,0,0,8786,0,0
10,5339,53,0,0,5392,0,0
