Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,36088,59,17229,49,36147,19874,0
90,32670,58,14016,50,32728,16571,0
80,29501,63,10294,51,29564,12921,0
70,26240,56,7283,41,26296,9737,0
60,23340,66,4354,54,23406,6677,0
50,20593,60,2470,26,20653,4243,0
40,17821,67,943,22,17888,2334,0
30,15032,54,271,8,15086,1102,0
20,12312,55,104,5,12367,517,0
10,9334,60,8,0,9394,19,0
