Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,75285,80,54179,76,75365,59455,9
90,68060,73,48911,68,68133,54196,0
80,60998,76,43547,69,61074,48826,7
70,54307,69,37138,65,54376,42393,1
60,48350,58,31251,50,48408,36504,0
50,42420,55,24313,44,42475,29546,0
40,36667,55,16442,46,36722,21692,0
30,30997,56,9225,43,31053,14328,1
20,25128,52,3540,45,25180,7756,0
10,18980,72,757,34,19052,2951,0
