Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,77255,64,50724,67,77319,51951,0
90,71926,61,44931,58,71987,46142,1
80,66875,50,39238,43,66925,40438,0
70,61973,58,33175,54,62031,34377,0
60,57019,53,26092,43,57072,27297,0
50,52056,82,19197,69,52138,20402,0
40,46856,49,11243,42,46905,12371,0
30,40991,53,6427,44,41044,7419,0
20,33532,54,2114,21,33586,2875,0
10,22320,57,145,28,22377,320,0
