Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,46787,55,33356,51,46842,36917,0
90,42052,64,29360,56,42116,32877,0
80,37573,64,24878,58,37637,28394,0
70,33339,69,19687,35,33408,23203,0
60,29403,72,14739,61,29475,18254,0
50,25798,55,9568,48,25853,13048,0
40,22231,54,5669,43,22285,8942,0
30,18826,70,2547,56,18896,5067,0
20,15416,54,499,12,15470,1201,0
10,11935,37,60,20,11972,313,0
