Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,24103,56,861,24,24159,1318,0
90,22344,53,303,10,22397,800,0
80,20644,53,257,6,20697,569,0
70,18869,59,133,6,18928,343,0
60,17045,59,64,34,17104,188,0
50,15167,54,2,0,15221,25,0
40,13269,56,1,0,13325,7,0
30,11161,50,1,0,11211,1,0
20,8902,56,0,0,8958,0,0
10,6351,45,0,0,6396,0,0
