Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,15229,53,1715,40,15282,2126,0
90,13666,53,682,41,13719,1262,0
80,12213,57,784,31,12270,1076,0
70,10845,43,213,4,10888,350,0
60,9621,49,88,0,9670,236,0
50,8456,57,34,0,8513,72,0
40,7336,46,3,2,7382,15,0
30,6212,64,0,0,6276,0,0
20,5097,63,0,0,5160,0,0
10,3969,54,0,0,4023,0,0
