Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,24025,57,14647,46,24082,15208,0
90,21769,71,10913,57,21840,11486,0
80,19449,71,8602,59,19520,9133,0
70,17186,63,5202,49,17249,5726,0
60,14918,60,3440,49,14978,3836,0
50,12614,55,1960,31,12669,2294,0
40,10269,51,301,6,10320,435,0
30,7945,54,26,9,7999,48,0
20,5696,49,11,1,5745,21,0
10,3484,50,0,0,3534,0,0
