Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,291977,53,283559,49,292030,286308,3337
90,263904,61,255501,51,263965,258269,1427
80,235913,81,227701,64,235994,230449,669
70,207857,66,199559,56,207923,202318,625
60,179856,57,171627,51,179913,174378,205
50,151865,75,143466,71,151940,146250,185
40,123855,87,115450,81,123942,118205,5
30,95788,61,86959,56,95849,89743,0
20,67713,61,58650,50,67774,61401,0
10,39775,53,27669,44,39828,30400,0
