Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,29447,63,1,0,29510,7,0
90,26722,53,0,0,26775,4,0
80,23979,55,0,0,24034,2,0
70,21234,55,0,0,21289,0,0
60,18453,51,0,0,18504,0,0
50,15696,55,0,0,15751,0,0
40,12907,53,0,0,12960,0,0
30,10062,59,0,0,10121,0,0
20,7257,58,0,0,7315,0,0
10,4399,55,0,0,4454,0,0
