Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,546944,67,524399,47,547011,531057,155530
90,501042,57,474079,49,501099,480712,61935
80,448734,61,423045,50,448795,429694,45723
70,396436,77,370928,70,396513,377606,42918
60,343548,67,319346,56,343615,326028,19957
50,290810,57,267577,48,290867,274246,7209
40,237986,62,216093,52,238048,222712,1849
30,184844,57,164413,53,184901,171048,578
20,131148,59,111525,52,131207,118185,88
10,76839,63,57534,52,76902,64187,3
