Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,224021,68,222370,63,224089,223669,6156
90,201816,66,200244,69,201882,201560,909
80,179714,69,178146,66,179783,179440,375
70,157580,56,156169,45,157636,157478,68
60,135440,46,133974,43,135486,135274,16
50,113340,59,111914,50,113399,113224,4
40,91187,61,89629,47,91248,90932,0
30,69106,66,67462,63,69172,68777,0
20,47061,64,44825,60,47125,46100,3
10,25016,64,17627,45,25080,18909,1
