Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,828887,60,477282,54,828947,483887,1663
90,721132,55,447381,46,721187,453985,3228
80,622388,53,416761,48,622441,423362,691
70,542585,53,386182,43,542638,392780,130
60,476134,61,355279,48,476195,361882,29
50,417572,68,323381,64,417640,329999,73
40,360896,52,290718,51,360948,297326,12
30,302672,55,254220,51,302727,260823,6
20,236356,57,210330,48,236413,216925,9
10,149480,67,146509,69,149547,153124,0
