Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,35364,78,20328,69,35442,22665,1
90,32788,51,16762,47,32839,19054,0
80,30231,62,13063,47,30293,15355,0
70,27597,51,10009,41,27648,12270,0
60,25087,54,7359,49,25141,9479,0
50,22507,56,4103,43,22563,6030,0
40,19852,59,2243,25,19911,3748,0
30,17130,61,659,31,17191,1463,0
20,14169,52,122,5,14221,228,0
10,10491,67,1,0,10558,4,0
