Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,11580,52,1517,24,11632,1724,0
90,10507,76,949,47,10583,1100,0
80,9437,66,738,40,9503,898,0
70,8363,60,322,16,8423,369,0
60,7293,58,119,9,7351,129,0
50,6210,61,61,7,6271,81,0
40,5140,55,13,0,5195,12,0
30,4062,52,0,0,4114,0,0
20,2986,57,0,0,3043,0,0
10,1905,58,0,0,1963,0,0
