Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,43258,71,38673,62,43329,39967,0
90,39054,78,33737,67,39132,35066,0
80,34860,66,29241,38,34926,30513,0
70,30794,58,23103,53,30852,24379,0
60,26806,78,17745,66,26884,19038,0
50,22776,61,11231,53,22837,12442,0
40,18754,57,5840,32,18811,6794,0
30,14737,59,2560,41,14796,3323,0
20,10818,48,294,16,10866,573,0
10,6909,44,2,4,6953,11,0
