Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,329390,54,274736,47,329444,296220,13096
90,305891,49,253471,46,305940,274932,3052
80,282856,59,232683,52,282915,254164,2687
70,259365,68,210738,57,259433,232219,366
60,235622,67,188281,64,235689,209753,519
50,211311,55,165812,56,211366,187240,180
40,186014,58,140634,49,186072,162092,109
30,158872,53,115709,46,158925,137173,112
20,129440,53,88463,49,129493,109918,3
10,95589,60,58198,52,95649,79654,1
