Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,14057,58,1532,23,14115,2312,0
90,13069,58,807,10,13127,1124,1
80,12124,47,235,7,12171,517,0
70,11147,66,192,36,11213,405,0
60,10176,50,28,1,10226,97,0
50,9158,55,22,4,9213,83,0
40,8135,52,0,0,8187,6,0
30,7116,53,2,0,7169,2,0
20,5987,57,0,0,6044,1,0
10,4780,65,0,0,4845,0,0
