Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,9880,71,184,24,9951,280,0
90,8995,73,89,11,9068,151,0
80,8070,58,25,10,8128,37,0
70,7140,51,27,7,7191,47,0
60,6220,45,1,0,6265,1,0
50,5302,58,1,0,5360,5,0
40,4418,60,0,0,4478,0,0
30,3567,48,0,0,3615,0,0
20,2724,50,5,0,2774,3,0
10,1857,52,0,0,1909,0,0
