Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,249462,61,236159,58,249523,242327,13216
90,229296,60,214964,48,229356,221127,19580
80,205296,67,191976,59,205363,198153,1047
70,181471,73,168761,60,181544,174918,286
60,157910,52,145400,44,157962,151592,88
50,134570,54,121613,47,134624,127782,126
40,110914,54,98109,48,110968,104266,10
30,87694,52,74506,40,87746,80644,1
20,64637,69,50416,60,64706,56581,0
10,41613,49,25106,33,41662,31251,0
