Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,11728,50,184,3,11778,268,0
90,10780,49,71,1,10829,73,0
80,9837,49,94,0,9886,158,0
70,8892,42,1,11,8934,11,0
60,7959,61,0,0,8020,0,0
50,7010,60,4,0,7070,4,0
40,6060,55,0,0,6115,0,0
30,5052,49,0,0,5101,0,0
20,3974,51,0,0,4025,0,0
10,2599,51,0,0,2650,3,0
