Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,363608,63,338855,58,363671,346732,11986
90,337314,55,308107,48,337369,316025,4231
80,301888,70,274985,59,301958,282887,4707
70,267147,60,242432,54,267207,250314,2163
60,231395,61,209550,57,231456,217475,672
50,196528,81,176731,72,196609,184648,499
40,162303,57,143652,40,162360,151502,118
30,126965,91,110144,65,127056,118032,28
20,91529,59,76125,54,91588,83996,2
10,56053,66,40341,58,56119,48218,0
