Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,5227,52,0,0,5279,0,0
90,4832,54,0,0,4886,0,0
80,4436,55,0,0,4491,0,0
70,4045,53,0,0,4098,0,0
60,3628,48,0,0,3676,0,0
50,3228,56,0,0,3284,0,0
40,2823,53,0,0,2876,0,0
30,2396,56,0,0,2452,0,0
20,1958,48,0,0,2006,0,0
10,1449,50,0,0,1499,0,0
