Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,212101,52,113770,45,212153,119039,41
90,196347,68,103349,58,196415,108641,2059
80,180661,67,92167,58,180728,97463,17
70,164468,65,81024,60,164533,86305,28
60,147155,93,69765,68,147248,75043,8
50,127709,56,58775,50,127765,64049,3
40,104899,68,47299,58,104967,52549,0
30,78379,58,35487,52,78437,40745,0
20,54008,72,21930,68,54080,27197,0
10,34406,62,5756,52,34468,10879,0
