Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,9637,61,120,22,9698,173,0
90,8686,53,40,4,8739,34,0
80,7751,70,9,2,7821,11,0
70,6785,69,0,0,6854,2,0
60,5842,53,0,0,5895,0,0
50,4891,49,2,0,4940,9,0
40,3934,66,6,0,4000,7,0
30,2981,52,0,0,3033,0,0
20,2014,59,0,0,2073,2,0
10,1064,60,0,0,1124,0,0
