Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,12301,77,2958,46,12378,3230,0
90,11191,51,1884,32,11242,2052,0
80,10076,56,840,30,10132,1080,0
70,8961,55,435,42,9016,597,0
60,7843,65,190,26,7908,303,0
50,6735,63,33,5,6798,41,0
40,5622,61,0,4,5683,3,0
30,4497,54,0,0,4551,0,0
20,3365,49,0,0,3414,0,0
10,2132,60,0,0,2192,0,0
