Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,10547,64,0,1,10611,1,0
90,9708,59,2,0,9767,3,0
80,8917,54,15,15,8971,29,0
70,8133,61,3,0,8194,3,0
60,7314,57,0,1,7371,1,0
50,6471,56,0,0,6527,0,0
40,5606,72,0,0,5678,0,0
30,4647,81,0,0,4728,0,0
20,3576,54,0,0,3630,0,0
10,2320,53,0,0,2373,0,0
