Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,77183,65,75538,66,77248,76850,10
90,69754,56,68021,47,69810,69309,3
80,62324,64,60610,59,62388,61922,0
70,54897,61,53098,50,54958,54401,0
60,47463,49,45266,44,47512,46556,0
50,40060,64,37174,57,40124,38488,0
40,32630,63,28477,56,32693,29771,1
30,25220,58,18237,47,25278,19524,0
20,17828,53,7376,39,17881,8608,0
10,10410,72,484,32,10482,879,0
