Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,275657,64,257830,54,275721,260756,3453
90,249267,61,232474,59,249328,235396,1745
80,222579,59,206958,53,222638,209938,1727
70,195721,71,181560,68,195792,184556,405
60,169039,63,156128,53,169102,159075,641
50,142085,63,130691,53,142148,133642,390
40,114979,54,105141,46,115033,108089,41
30,88684,55,79663,47,88739,82614,1
20,62523,63,53702,54,62586,56657,1
10,36785,63,22013,52,36848,24912,0
