Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,92181,55,90606,47,92236,91882,8
90,83223,57,81745,48,83280,83043,4
80,74310,45,72759,41,74355,74050,584
70,65381,57,63726,54,65438,65008,77
60,56461,74,54587,65,56535,55902,0
50,47536,55,45471,37,47591,46788,0
40,38627,64,35334,66,38691,36643,1
30,29693,63,24454,53,29756,25720,0
20,20814,59,11336,52,20873,12623,2
10,11905,61,1175,42,11966,1819,0
