Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,77806,48,74282,46,77854,76561,1
90,70596,61,67000,44,70657,69296,0
80,63378,79,59724,66,63457,62052,0
70,56156,62,52301,54,56218,54606,0
60,48976,54,44486,41,49030,46796,0
50,41728,66,36340,49,41794,38613,0
40,34535,58,27352,48,34593,29648,0
30,27322,60,16444,48,27382,18725,0
20,20092,59,6692,54,20151,8822,0
10,12731,61,1099,37,12792,1753,0
