Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,34141,59,25273,49,34200,26835,0
90,31187,90,20435,77,31277,22037,0
80,28234,60,16474,49,28294,18046,1
70,25269,69,11910,60,25338,13471,0
60,22356,112,9764,59,22468,11317,0
50,19358,68,5398,55,19426,6638,0
40,16317,55,2107,40,16372,3091,0
30,13309,51,466,21,13360,1039,0
20,10248,62,71,1,10310,123,0
10,6932,52,0,0,6984,0,0
