Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,107376,63,58311,60,107439,61397,2
90,98303,57,52337,49,98360,55412,2
80,90166,54,46614,40,90220,49676,0
70,81466,68,40643,65,81534,43722,0
60,71959,55,34170,46,72014,37212,0
50,61225,76,26037,58,61301,29077,1
40,48988,66,18165,60,49054,21211,0
30,36665,56,9364,46,36721,12314,0
20,26608,57,2974,30,26665,5170,0
10,17563,50,203,12,17613,850,0
