Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,36010,62,18153,51,36072,20841,0
90,32699,64,14614,55,32763,17279,0
80,29487,55,10101,49,29542,12674,0
70,26232,65,7434,48,26297,9865,1
60,23347,73,3848,53,23420,6267,0
50,20563,54,2211,29,20617,4048,0
40,17831,55,1237,41,17886,2370,0
30,15039,52,378,11,15091,1028,0
20,12314,63,108,18,12377,408,0
10,9353,50,0,0,9403,1,0
