Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,10193,56,154,19,10249,193,0
90,9203,59,120,1,9262,121,0
80,8198,56,63,5,8254,65,0
70,7194,57,3,1,7251,4,0
60,6176,91,6,0,6267,6,0
50,5169,53,0,0,5222,0,0
40,4162,63,0,1,4225,0,0
30,3134,64,0,0,3198,0,0
20,2125,80,0,0,2205,0,0
10,1122,52,0,0,1174,0,0
