Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,185845,54,184348,47,185899,185620,434
90,167574,73,166016,66,167647,167330,136
80,149262,89,147802,78,149351,149162,929
70,130926,70,129510,67,130996,130810,26
60,112578,68,111298,63,112646,112613,16
50,94299,58,92744,55,94357,94064,1
40,76003,61,74498,55,76064,75802,0
30,57713,64,56086,56,57777,57414,0
20,39479,61,36597,53,39540,37915,0
10,21233,60,12798,45,21293,14074,0
