Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,7180,69,80,11,7249,126,0
90,6576,55,15,0,6631,27,0
80,5968,50,10,1,6018,7,0
70,5355,44,2,2,5399,4,0
60,4747,56,3,0,4803,4,0
50,4131,49,0,0,4180,0,0
40,3516,44,3,0,3560,0,0
30,2846,44,0,0,2890,3,0
20,1908,40,0,0,1948,0,0
10,1170,57,0,0,1227,0,0
