Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,8183,53,11,0,8236,14,0
90,7511,53,0,0,7564,0,0
80,6852,60,0,0,6912,0,0
70,6183,52,0,0,6235,0,0
60,5518,57,0,0,5575,0,0
50,4814,55,0,0,4869,0,0
40,4131,56,0,0,4187,0,0
30,3433,39,0,0,3472,0,0
20,2636,54,0,0,2690,0,0
10,1807,47,0,0,1854,0,0
