Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,269071,57,128272,52,269128,128877,181
90,254778,68,112197,62,254846,112847,7
80,239584,54,103994,49,239638,104611,2
70,223464,64,86851,63,223528,87493,7
60,206118,60,71780,57,206178,72437,3
50,186871,52,60375,50,186923,61011,0
40,165000,61,50873,53,165061,51507,0
30,138902,77,35805,79,138979,36459,0
20,105678,62,22105,55,105740,22722,0
10,61601,86,7068,77,61687,7641,0
