Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,6228,64,3,6,6292,15,0
90,5694,56,7,0,5750,7,0
80,5162,63,4,1,5225,4,0
70,4635,51,2,0,4686,2,0
60,4105,58,2,0,4163,2,0
50,3571,69,1,0,3640,1,0
40,3039,49,0,0,3088,0,0
30,2499,52,0,0,2551,0,0
20,1979,49,0,0,2028,2,0
10,1400,51,4,0,1451,3,0
