Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,15182,54,1320,34,15236,1857,0
90,13667,45,895,28,13712,1415,0
80,12202,61,568,27,12263,833,0
70,10841,49,304,17,10890,534,0
60,9628,58,70,0,9686,208,0
50,8440,48,8,1,8488,39,0
40,7337,53,6,0,7390,12,0
30,6215,49,1,3,6264,36,0
20,5094,45,0,0,5139,0,0
10,3976,52,0,0,4028,0,0
